,1DLCA,1I5PA,1W99A,2C9KA,4ARXA,4D8MA,5ZI1A,6OWKA,4ZGHA
Cry1Ba4,0.3983193277310924,0.2838427947598253,0.2550091074681239,0.2796875,0.3656462585034014,0.2564102564102564,0.3474576271186441,0.7258064516129032,0.46153846153846156
Cry1Ba5,0.3983193277310924,0.2838427947598253,0.2550091074681239,0.2796875,0.3656462585034014,0.2564102564102564,0.34915254237288135,0.7274193548387097,0.46153846153846156
Cry1Ba6,0.3983193277310924,0.2838427947598253,0.2509881422924901,0.28125,0.36394557823129253,0.24786324786324787,0.3474576271186441,0.7225806451612903,0.46153846153846156
Cry1Ba7,0.3949579831932773,0.2838427947598253,0.2550091074681239,0.28095238095238095,0.3656462585034014,0.2564102564102564,0.34915254237288135,0.7274193548387097,0.46153846153846156
Cry1Ba8,0.3983193277310924,0.2838427947598253,0.2550091074681239,0.2796875,0.3656462585034014,0.2564102564102564,0.34915254237288135,0.7274193548387097,0.46153846153846156
Cry1Bb1,0.3962900505902192,0.2777777777777778,0.2885662431941924,0.2625,0.35833333333333334,0.2191780821917808,0.35194585448392557,0.7463651050080775,0.46153846153846156
Cry1Bb2,0.3962900505902192,0.2777777777777778,0.2885662431941924,0.2656,0.35833333333333334,0.2191780821917808,0.35194585448392557,0.7463651050080775,0.46153846153846156
Cry1Bb3,0.3962900505902192,0.2777777777777778,0.2885662431941924,0.26456692913385826,0.35833333333333334,0.2191780821917808,0.35194585448392557,0.7463651050080775,0.46153846153846156
Cry1Bc1,0.3936348408710218,0.2777777777777778,0.2885662431941924,0.2634920634920635,0.35833333333333334,0.2191780821917808,0.35194585448392557,0.7463651050080775,0.46153846153846156
Cry1Bd1,0.36577181208053694,0.2777777777777778,0.2996031746031746,0.2689873417721519,0.4686971235194585,0.2361111111111111,0.342809364548495,0.7227564102564102,0.46153846153846156
Cry1Bd2,0.36577181208053694,0.2777777777777778,0.2996031746031746,0.26791277258566976,0.476027397260274,0.23517786561264822,0.342809364548495,0.7211538461538461,0.46153846153846156
Cry1Bd3,0.3674496644295302,0.2777777777777778,0.30158730158730157,0.27056962025316456,0.467005076142132,0.23412698412698413,0.34615384615384615,0.7227564102564102,0.46153846153846156
Cry1Be1,0.37099494097807756,0.2777777777777778,0.29025844930417494,0.2684458398744113,0.36930860033726814,0.216796875,0.35413153456998314,0.8626817447495961,0.46153846153846156
Cry1Be2,0.37099494097807756,0.27380952380952384,0.2870201096892139,0.26456692913385826,0.3676222596964587,0.21553398058252426,0.35413153456998314,0.8594507269789984,0.46153846153846156
Cry1Be3,0.36930860033726814,0.2777777777777778,0.29025844930417494,0.26224328593996843,0.36930860033726814,0.21875,0.35185185185185186,0.8578352180936996,0.46153846153846156
Cry1Be4,0.37099494097807756,0.2777777777777778,0.29025844930417494,0.2684458398744113,0.36930860033726814,0.216796875,0.35413153456998314,0.8626817447495961,0.46153846153846156
Cry1Be5,0.37099494097807756,0.2777777777777778,0.29025844930417494,0.2684458398744113,0.36930860033726814,0.216796875,0.35413153456998314,0.864297253634895,0.46153846153846156
Cry1Bf1,0.38552188552188554,0.2838427947598253,0.27340823970037453,0.2693498452012384,0.38030560271646857,0.26495726495726496,0.3463497453310696,0.7218649517684887,0.46153846153846156
Cry1Bf2,0.38552188552188554,0.2838427947598253,0.27340823970037453,0.2693498452012384,0.38030560271646857,0.26495726495726496,0.3463497453310696,0.7218649517684887,0.46153846153846156
Cry1Bg1,0.39225589225589225,0.27074235807860264,0.27626459143968873,0.281055900621118,0.3677966101694915,0.23497267759562843,0.34974533106960953,0.7106109324758842,0.32
Cry1Bh1,0.36333333333333334,0.27380952380952384,0.289134438305709,0.26717557251908397,0.4752981260647359,0.24130879345603273,0.3344594594594595,0.7202572347266881,0.3181818181818182
Cry1Bi1,0.3795986622073579,0.27074235807860264,0.2773722627737226,0.28615384615384615,0.4778156996587031,0.23497267759562843,0.3327702702702703,0.696,0.32
Cry1Bj1,0.36348408710217756,0.2857142857142857,0.29306930693069305,0.27804107424960506,0.4906621392190153,0.23921568627450981,0.337228714524207,0.8215434083601286,0.2916666666666667
Cry1Ca1,0.3655737704918033,0.3160919540229885,0.2692307692307692,0.2698412698412698,0.46608695652173915,0.21367521367521367,0.2996632996632997,0.39666666666666667,0.27
Cry1Ca10,0.36548223350253806,-10000000.0,0.3493975903614458,0.2890625,0.43147208121827413,0.36363636363636365,0.3333333333333333,0.350253807106599,0.35555555555555557
Cry1Ca11,0.36885245901639346,0.3160919540229885,0.27056672760511885,0.2702702702702703,0.46956521739130436,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca12,0.36721311475409835,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.46956521739130436,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca13,0.36721311475409835,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.46956521739130436,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca14,0.36885245901639346,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.46956521739130436,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca15,0.36721311475409835,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.46956521739130436,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca2,0.36198347107438017,0.3160919540229885,0.2656826568265683,0.2714285714285714,0.4656084656084656,0.21367521367521367,0.3025210084033613,0.3996655518394649,0.27
Cry1Ca3,0.3655737704918033,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.4678260869565217,0.21367521367521367,0.30134680134680136,0.39666666666666667,0.27
Cry1Ca4,0.36721311475409835,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.4678260869565217,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca5,0.3655737704918033,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.4678260869565217,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca6,0.36885245901639346,0.3160919540229885,0.2673992673992674,0.273015873015873,0.45648604269293924,0.21367521367521367,0.30303030303030304,0.39666666666666667,0.27
Cry1Ca7,0.36721311475409835,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.46956521739130436,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca8,0.36721311475409835,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.46956521739130436,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Ca9,0.36721311475409835,0.3160919540229885,0.27106227106227104,0.2714285714285714,0.46956521739130436,0.21367521367521367,0.30303030303030304,0.3983333333333333,0.27
Cry1Cb1,0.37043478260869567,0.28654970760233917,0.2792607802874743,0.268370607028754,0.45166666666666666,0.23628691983122363,0.31686541737649065,0.3954248366013072,0.24
Cry1Cb2,0.37043478260869567,0.28654970760233917,0.2792607802874743,0.268370607028754,0.45166666666666666,0.23628691983122363,0.31686541737649065,0.3954248366013072,0.24
Cry1Cb3,0.25,0.3150684931506849,0.5714285714285714,0.2857142857142857,0.29577464788732394,0.3333333333333333,0.4,0.4,0.46153846153846156
Cry1Da1,0.34219269102990035,0.2785388127853881,0.2629399585921325,0.28500823723228996,0.5008517887563884,0.28313253012048195,0.310580204778157,0.3799682034976153,0.41025641025641024
Cry1Da2,0.34219269102990035,0.2785388127853881,0.2629399585921325,0.28500823723228996,0.5008517887563884,0.28313253012048195,0.310580204778157,0.3799682034976153,0.41025641025641024
Cry1Da3,0.3438538205980066,0.2785388127853881,0.2650103519668737,0.28665568369028005,0.5025553662691652,0.28313253012048195,0.310580204778157,0.3815580286168522,0.41025641025641024
Cry1Da4,0.3468013468013468,0.2785388127853881,0.2650103519668737,0.28665568369028005,0.5025553662691652,0.28313253012048195,0.310580204778157,0.3847376788553259,0.41025641025641024
Cry1Db1,0.3411371237458194,0.2372093023255814,0.2567287784679089,0.2840909090909091,0.49575551782682514,0.2894736842105263,0.310580204778157,0.37360890302066774,0.41025641025641024
Cry1Db2,0.3411371237458194,0.2372093023255814,0.2567287784679089,0.28431372549019607,0.49575551782682514,0.2894736842105263,0.310580204778157,0.37360890302066774,0.41025641025641024
Cry1Dc1,0.34523809523809523,0.24034334763948498,0.26810176125244617,0.29373996789727125,0.4612736660929432,0.3157894736842105,0.31993006993006995,0.4017094017094017,0.38461538461538464
Cry1Dd1,0.34710743801652894,0.25,0.28094302554027506,0.2896890343698854,0.5016778523489933,0.2982456140350877,0.30612244897959184,0.3931484502446982,0.38461538461538464
Cry1Ea1,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea10,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.2779605263157895,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea11,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea12,0.34843205574912894,0.24888888888888888,0.27586206896551724,0.2765957446808511,0.5485611510791367,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea2,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea3,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea4,0.3501742160278746,0.25333333333333335,0.27586206896551724,0.28052805280528054,0.5503597122302158,0.2188679245283019,0.31099656357388317,0.37702265372168287,0.5
Cry1Ea5,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea6,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea7,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Ea8,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37540453074433655,0.5
Cry1Ea9,0.34843205574912894,0.25333333333333335,0.27586206896551724,0.27887788778877887,0.5503597122302158,0.2188679245283019,0.30927835051546393,0.37702265372168287,0.5
Cry1Eb1,0.34536082474226804,0.29375,0.2865853658536585,0.26955074875207985,0.5435897435897435,0.25757575757575757,0.33843537414965985,0.3802588996763754,0.5
Cry1Fa1,0.342512908777969,0.2445414847161572,0.3394495412844037,0.28078817733990147,0.4717948717948718,0.29365079365079366,0.285958904109589,0.4908485856905158,0.46153846153846156
